iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-2.67089,1.83045,0.49431,3.02083,-2.71845,1.77954,0.49486,3.02131,-2.71907,1.82291,0.49369,3.02134,-2.77404,1.89145,0.49418,3.02162
1,200,-3.06367,0.85773,0.47846,3.01998,-3.07988,0.87084,0.47788,3.02087,-3.08794,0.84566,0.47831,3.02006,-3.00483,0.70406,0.47767,3.01969
2,300,-3.38356,0.89778,0.46000,3.01974,-3.39247,0.92522,0.45960,3.01931,-3.38295,0.94792,0.46010,3.01964,-3.28064,0.79081,0.45930,3.02107
3,400,-3.64760,0.92336,0.44233,3.01776,-3.68479,0.91492,0.44236,3.01809,-3.66180,0.94727,0.44183,3.01774,-3.57908,0.81340,0.44229,3.01710
4,500,-4.02247,0.97450,0.42523,3.01523,-3.93267,0.92308,0.42477,3.01341,-3.89833,0.93099,0.42499,3.01492,-3.87690,0.68166,0.42437,3.01466
5,600,-4.23439,0.98437,0.40913,3.01073,-4.19435,0.87212,0.40877,3.01113,-4.23173,1.00512,0.40842,3.01172,-4.10135,0.59734,0.40840,3.01058
6,700,-4.53722,0.93918,0.39358,3.00760,-4.46440,0.96161,0.39377,3.00726,-4.44942,1.02500,0.39363,3.00782,-4.43197,0.65662,0.39353,3.00797
7,800,-4.74315,0.96280,0.37875,3.00507,-4.70656,1.05956,0.37863,3.00493,-4.70641,1.08928,0.37857,3.00535,-4.67658,0.61549,0.37826,3.00536
8,900,-4.99861,1.01927,0.36440,3.00263,-4.93071,1.09430,0.36406,3.00327,-4.96297,1.07464,0.36418,3.00284,-4.89958,0.65267,0.36404,3.00244
9,1000,-5.21651,0.97833,0.35052,3.00037,-5.14099,0.97072,0.35094,3.00088,-5.19938,1.04487,0.35104,3.00056,-5.16235,0.64171,0.35022,3.00054
10,1100,-5.45041,1.04059,0.33795,2.99879,-5.36976,1.03084,0.33785,2.99781,-5.42234,0.98320,0.33733,2.99771,-5.36105,0.78211,0.33750,2.99780
11,1200,-5.60823,1.07633,0.32496,2.99560,-5.57043,0.97713,0.32517,2.99682,-5.63345,1.07944,0.32515,2.99595,-5.54213,0.80544,0.32445,2.99596
12,1300,-5.79474,1.08914,0.31275,2.99320,-5.71295,1.15967,0.31252,2.99315,-5.87860,1.15420,0.31255,2.99419,-5.72151,0.83374,0.31224,2.99295
13,1400,-5.93860,1.14476,0.30037,2.99089,-5.91949,1.21250,0.30059,2.99128,-5.94649,1.25709,0.30056,2.99092,-5.88955,0.81518,0.30011,2.99153
14,1500,-6.13762,1.11598,0.28859,2.98938,-6.04849,1.06344,0.28861,2.98878,-6.23416,1.20199,0.28875,2.98917,-6.04058,0.86095,0.28867,2.98874
15,1600,-6.27532,1.14950,0.27753,2.98706,-6.20767,1.21292,0.27750,2.98693,-6.27376,1.19421,0.27713,2.98646,-6.13472,0.94364,0.27698,2.98586
