iteration,episode,1_iql_loss,1_icm_forward_loss,1_icm_inverse_loss,2_iql_loss,2_icm_forward_loss,2_icm_inverse_loss,3_iql_loss,3_icm_forward_loss,3_icm_inverse_loss,4_iql_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,5.12151,0.47278,2.99486,5.16486,0.47253,2.99465,5.18929,0.47206,2.99449,5.22162,0.47216,2.99455
1,200,1.42076,0.42999,2.99142,1.48479,0.42968,2.99167,1.38703,0.43046,2.99157,1.74145,0.42965,2.99139
2,300,1.10464,0.38980,2.98872,1.11863,0.39176,2.98835,1.01516,0.38995,2.98841,1.26475,0.38986,2.98892
3,400,1.04346,0.35875,2.98511,1.01746,0.35749,2.98500,1.03061,0.35809,2.98569,0.99204,0.35762,2.98502
4,500,1.04572,0.32770,2.98164,0.94510,0.32646,2.98211,1.03441,0.32743,2.98179,0.92670,0.32671,2.98191
5,600,1.10562,0.29709,2.97981,0.97532,0.29697,2.97942,0.97697,0.29676,2.97964,0.79893,0.29654,2.97927
6,700,0.99185,0.27078,2.97681,1.05148,0.27060,2.97689,1.14868,0.26908,2.97711,0.81036,0.26943,2.97646
7,800,1.05152,0.24564,2.97370,0.93612,0.24621,2.97475,0.98158,0.24598,2.97389,0.75908,0.24547,2.97381
8,900,1.00670,0.22322,2.97131,1.03394,0.22324,2.97171,0.96888,0.22266,2.97097,0.82393,0.22219,2.97147
9,1000,1.02533,0.20348,2.96871,0.95748,0.20361,2.96822,0.99925,0.20378,2.96819,0.87798,0.20347,2.96784
10,1100,0.96394,0.18641,2.96637,1.10473,0.18652,2.96494,1.03631,0.18618,2.96542,0.81187,0.18575,2.96539
11,1200,1.00481,0.17102,2.96212,0.98641,0.17115,2.96244,0.97244,0.17075,2.96201,0.83204,0.17037,2.96254
12,1300,1.11383,0.15661,2.95939,0.99028,0.15643,2.95936,0.97966,0.15600,2.95949,0.83328,0.15590,2.95923
13,1400,1.02054,0.14362,2.95629,1.01435,0.14372,2.95685,0.97591,0.14313,2.95525,0.84182,0.14330,2.95611
14,1500,1.02814,0.13255,2.95247,0.96983,0.13256,2.95255,0.91780,0.13211,2.95278,0.86667,0.13161,2.95243
15,1600,1.01343,0.12273,2.94932,1.01475,0.12238,2.94956,1.04205,0.12233,2.95044,0.85046,0.12203,2.94970
16,1700,1.03189,0.11406,2.94676,0.97894,0.11365,2.94535,0.97349,0.11420,2.94591,0.75968,0.11363,2.94564
17,1800,0.96937,0.10610,2.94265,1.04981,0.10664,2.94199,1.01817,0.10609,2.94203,0.84757,0.10629,2.94239
18,1900,0.97162,0.10046,2.93801,1.01921,0.10003,2.93889,1.00788,0.10029,2.93829,0.79456,0.10008,2.93837
19,2000,1.00584,0.09486,2.93406,1.03324,0.09448,2.93401,0.97113,0.09476,2.93432,0.80407,0.09428,2.93452
20,2100,0.95956,0.09022,2.92981,1.02682,0.09015,2.93059,0.92826,0.08983,2.92985,0.88531,0.09007,2.92943
21,2200,1.02266,0.08631,2.92618,1.06650,0.08590,2.92622,1.08408,0.08598,2.92459,0.83413,0.08576,2.92542
22,2300,0.97922,0.08265,2.92147,0.99854,0.08261,2.92040,1.03727,0.08280,2.92135,0.82996,0.08266,2.92134
23,2400,0.99739,0.07977,2.91672,1.09140,0.07999,2.91706,1.07726,0.07964,2.91557,0.92625,0.07985,2.91659
24,2500,1.01861,0.07745,2.91242,1.00645,0.07707,2.91175,1.00107,0.07755,2.91156,0.83568,0.07722,2.91187
25,2600,0.94963,0.07542,2.90665,0.97247,0.07516,2.90671,1.01421,0.07511,2.90685,0.90601,0.07519,2.90666
26,2700,1.04199,0.07306,2.90193,0.93478,0.07305,2.90137,1.09427,0.07315,2.90092,0.90205,0.07289,2.90210
27,2800,0.92398,0.07129,2.89683,1.01100,0.07124,2.89577,1.03146,0.07138,2.89594,0.91166,0.07127,2.89607
28,2900,0.95722,0.06994,2.89015,0.99922,0.06994,2.88951,1.02615,0.06993,2.89085,0.92475,0.06993,2.88918
29,3000,1.03902,0.06851,2.88403,0.98228,0.06871,2.88292,1.08357,0.06856,2.88423,0.94109,0.06854,2.88348
30,3100,1.01723,0.06764,2.87813,0.97192,0.06762,2.87786,0.85325,0.06739,2.87625,0.93884,0.06719,2.87582
31,3200,1.01062,0.06653,2.87047,0.98643,0.06672,2.86987,0.95787,0.06640,2.86999,0.91557,0.06641,2.86913
32,3300,0.99342,0.06578,2.86389,1.06066,0.06570,2.86222,1.03007,0.06601,2.86209,0.88841,0.06566,2.86252
33,3400,1.04939,0.06496,2.85340,0.97405,0.06503,2.85369,1.06931,0.06492,2.85426,0.95739,0.06503,2.85488
34,3500,0.92850,0.06436,2.84500,1.06013,0.06444,2.84612,0.97412,0.06438,2.84563,0.91419,0.06454,2.84316
35,3600,0.98144,0.06403,2.83540,1.02247,0.06393,2.83677,1.06821,0.06433,2.83654,0.85536,0.06388,2.83757
36,3700,0.94547,0.06372,2.82742,0.98861,0.06382,2.82754,1.01345,0.06390,2.82618,0.88796,0.06387,2.82760
37,3800,1.03322,0.06365,2.81664,0.99437,0.06356,2.81585,1.07513,0.06360,2.81600,0.93715,0.06377,2.81552
38,3900,0.96701,0.06352,2.80520,1.01232,0.06355,2.80503,1.05804,0.06362,2.80424,0.92001,0.06349,2.80635
39,4000,0.98459,0.06342,2.79550,0.94341,0.06359,2.79699,1.03009,0.06345,2.79567,0.92970,0.06350,2.79459
40,4100,0.96950,0.06361,2.78436,0.96006,0.06380,2.78234,1.04597,0.06340,2.78302,0.99464,0.06322,2.78659
41,4200,0.95955,0.06380,2.77296,1.05383,0.06343,2.77075,0.91924,0.06347,2.77270,0.97058,0.06349,2.77149
42,4300,0.97927,0.06363,2.75764,0.94856,0.06392,2.75982,0.96228,0.06363,2.75793,0.92028,0.06375,2.76013
43,4400,1.00328,0.06399,2.74800,0.99303,0.06376,2.74722,0.91173,0.06373,2.74952,0.90906,0.06395,2.74694
44,4500,1.01270,0.06400,2.73369,0.96069,0.06419,2.73510,1.03020,0.06447,2.73527,0.91753,0.06418,2.73462
45,4600,0.96491,0.06434,2.72200,1.00833,0.06447,2.71940,1.00943,0.06462,2.72127,0.88698,0.06456,2.72019
46,4700,0.97458,0.06488,2.70842,1.03440,0.06466,2.70810,0.98661,0.06466,2.70804,0.92665,0.06471,2.70592
47,4800,0.92461,0.06470,2.69143,0.96967,0.06497,2.69182,0.96414,0.06522,2.69117,0.96938,0.06507,2.69436
48,4900,1.07864,0.06551,2.68202,1.03802,0.06530,2.68030,1.01361,0.06544,2.67752,0.87127,0.06547,2.67887
49,5000,1.00306,0.06560,2.66453,0.99175,0.06559,2.66018,1.02156,0.06532,2.66252,0.93436,0.06562,2.66520
50,5100,1.01031,0.06587,2.65063,0.98587,0.06579,2.64996,0.99051,0.06593,2.64775,0.89292,0.06603,2.65122
51,5200,1.02887,0.06620,2.63293,0.94003,0.06605,2.63647,0.99737,0.06606,2.63265,0.86701,0.06601,2.63510
52,5300,1.02425,0.06608,2.62017,0.91890,0.06625,2.61759,0.97192,0.06617,2.61621,0.94512,0.06630,2.61818
53,5400,1.03370,0.06637,2.60366,0.97983,0.06634,2.60426,0.99316,0.06617,2.60181,0.85908,0.06642,2.60481
54,5500,1.00707,0.06595,2.59014,1.00835,0.06635,2.58549,0.90275,0.06633,2.58679,0.87436,0.06692,2.58855
55,5600,1.00254,0.06641,2.57208,0.98836,0.06615,2.57218,0.98063,0.06619,2.57590,0.95565,0.06667,2.56879
56,5700,1.03680,0.06643,2.55778,0.95254,0.06605,2.55671,1.04109,0.06591,2.55702,0.95862,0.06636,2.55815
57,5800,1.00050,0.06575,2.54107,0.97072,0.06605,2.53772,0.97466,0.06550,2.54518,0.92574,0.06621,2.54676
58,5900,0.99152,0.06572,2.52592,1.03734,0.06568,2.52826,1.04065,0.06573,2.53266,0.92431,0.06582,2.52129
59,6000,0.93869,0.06541,2.51297,0.97646,0.06566,2.50661,0.98701,0.06563,2.51164,0.97386,0.06557,2.50777
60,6100,0.99530,0.06524,2.49542,0.94269,0.06521,2.49338,1.02305,0.06509,2.49601,0.93856,0.06521,2.49550
61,6200,0.96579,0.06493,2.48125,0.97129,0.06467,2.48164,0.98616,0.06444,2.48319,0.89113,0.06450,2.48011
62,6300,0.98910,0.06397,2.46900,0.95182,0.06415,2.46542,1.03384,0.06409,2.47333,0.89171,0.06420,2.47000
63,6400,1.05653,0.06356,2.45744,1.04652,0.06347,2.45652,1.04347,0.06358,2.45829,0.98578,0.06356,2.45311
64,6500,0.89819,0.06298,2.44480,0.99018,0.06258,2.44180,1.02579,0.06291,2.44563,0.96196,0.06270,2.44661
65,6600,1.01336,0.06196,2.42987,1.03166,0.06230,2.43185,1.02278,0.06213,2.42761,0.95714,0.06247,2.42560
66,6700,0.99878,0.06155,2.42342,1.02816,0.06159,2.41920,0.97879,0.06136,2.41605,0.92785,0.06139,2.41432
67,6800,0.96225,0.06064,2.41454,0.97953,0.06054,2.41931,0.97457,0.06054,2.40956,0.90206,0.06042,2.41290
68,6900,0.92050,0.06000,2.39914,1.04735,0.05975,2.40446,0.98271,0.05974,2.40823,0.90309,0.06006,2.40633
69,7000,1.01282,0.05894,2.40101,1.00087,0.05887,2.39790,1.05158,0.05883,2.40136,0.88224,0.05913,2.40304
70,7100,0.99400,0.05785,2.38788,1.00145,0.05812,2.39388,0.98808,0.05810,2.39234,0.95317,0.05803,2.39073
71,7200,0.97863,0.05724,2.38723,1.06553,0.05696,2.38955,0.91821,0.05736,2.38466,1.01676,0.05699,2.37949
72,7300,1.00728,0.05626,2.38771,0.99507,0.05609,2.38425,0.96121,0.05617,2.38099,0.96411,0.05623,2.37785
73,7400,0.98944,0.05523,2.38594,1.02356,0.05516,2.36884,1.03535,0.05537,2.38031,0.94902,0.05510,2.37909
74,7500,0.93302,0.05444,2.37223,0.94183,0.05423,2.37574,1.00546,0.05453,2.36819,0.90859,0.05397,2.36998
75,7600,1.00249,0.05350,2.36997,0.99861,0.05329,2.36607,0.95417,0.05341,2.37008,0.91656,0.05337,2.36861
76,7700,0.92949,0.05225,2.36287,1.03201,0.05213,2.36275,1.02264,0.05259,2.36697,0.92621,0.05234,2.37141
77,7800,0.92976,0.05175,2.36588,1.03146,0.05113,2.35991,1.02835,0.05163,2.37033,0.93404,0.05148,2.35711
78,7900,1.01052,0.05027,2.37341,0.92782,0.05061,2.36945,1.01459,0.05045,2.36413,0.97008,0.05036,2.35799
