iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_rnd_forward_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_rnd_forward_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_rnd_forward_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_rnd_forward_loss
0,100,-5.39738,5.82846,0.96947,-5.47541,5.74842,0.96906,-5.38646,5.87094,0.96850,-5.36871,6.01457,0.96960
1,200,-5.93915,1.06736,0.97200,-5.89626,1.02416,0.97054,-5.88472,1.09657,0.96955,-5.86594,0.85559,0.97103
2,300,-6.50297,1.00667,0.94310,-6.50852,1.01906,0.94160,-6.49335,0.96641,0.94296,-6.42949,0.71996,0.94074
3,400,-7.00880,0.97504,0.92068,-7.08423,1.02929,0.92150,-7.02230,1.00220,0.92102,-7.01220,0.81128,0.92090
4,500,-7.64120,1.02971,0.90514,-7.65170,1.01864,0.90508,-7.68046,1.07324,0.90418,-7.64082,0.89345,0.90539
5,600,-8.22570,1.45445,0.89003,-8.24835,1.05026,0.88978,-8.33017,1.18261,0.89001,-8.27064,0.91245,0.88960
6,700,-8.82176,1.38318,0.87601,-8.82923,1.18465,0.87644,-8.93577,1.17552,0.87691,-8.80344,0.99240,0.87564
7,800,-9.50097,1.33833,0.86325,-9.42599,1.20200,0.86398,-9.58925,1.21395,0.86329,-9.46094,1.14014,0.86247
8,900,-10.08981,1.32714,0.84999,-10.11015,1.27783,0.84936,-10.22722,1.26842,0.84999,-10.04358,1.27532,0.84879
9,1000,-10.61122,1.37243,0.83704,-10.77526,1.32729,0.83736,-10.75069,1.36012,0.83623,-10.60414,1.54909,0.83632
10,1100,-11.21997,1.69582,0.82376,-11.25097,1.46879,0.82367,-11.36110,1.39750,0.82355,-11.23732,1.40266,0.82311
11,1200,-11.74691,1.69586,0.80903,-11.77785,1.58384,0.80884,-11.94111,1.61821,0.80897,-11.88079,1.47708,0.80905
12,1300,-12.34171,1.63791,0.79565,-12.27285,1.45321,0.79560,-12.41752,1.69015,0.79548,-12.40365,1.33867,0.79515
13,1400,-12.80851,1.53017,0.78176,-12.79384,2.02886,0.78129,-12.89999,2.01358,0.78137,-12.97719,1.63877,0.78127
14,1500,-13.35710,1.67902,0.76834,-13.29126,1.86422,0.76889,-13.42287,1.96347,0.76744,-13.34498,1.69042,0.76790
15,1600,-13.78766,1.84641,0.75514,-13.84537,2.22341,0.75497,-13.94086,1.75032,0.75555,-13.82003,1.76916,0.75441
16,1700,-14.24219,1.84754,0.74081,-14.24463,2.05056,0.74175,-14.43629,1.47126,0.74154,-14.34464,1.91438,0.74107
17,1800,-14.76775,1.70624,0.72874,-14.79605,2.36864,0.72760,-14.92905,1.75779,0.72793,-14.71721,2.09229,0.72680
18,1900,-15.08568,1.68811,0.71454,-15.14273,2.11598,0.71376,-15.30920,1.62995,0.71453,-15.25547,1.53181,0.71427
19,2000,-15.68434,1.88506,0.70145,-15.74088,2.19540,0.70095,-15.60563,1.89229,0.70122,-15.55965,1.90774,0.70166
20,2100,-15.84918,1.88151,0.68778,-15.95433,2.26879,0.68817,-16.03705,2.05980,0.68818,-15.91836,1.89939,0.68709
21,2200,-16.20005,1.89489,0.67477,-16.28212,1.99504,0.67424,-16.21102,2.10435,0.67440,-16.18977,1.83671,0.67443
22,2300,-16.48171,1.94770,0.66087,-16.72227,2.39773,0.66150,-16.63706,1.63261,0.66090,-16.62812,2.12683,0.66072
23,2400,-16.97276,2.17899,0.64862,-16.91880,2.23599,0.64807,-16.92902,1.58287,0.64784,-17.02372,2.53905,0.64837
24,2500,-17.11424,2.08307,0.63531,-17.27858,2.62695,0.63571,-17.15022,1.60463,0.63494,-17.16554,2.02476,0.63507
25,2600,-17.29033,2.15901,0.62326,-17.45897,2.06378,0.62301,-17.42103,1.65112,0.62336,-17.49425,1.96001,0.62222
26,2700,-17.49976,2.38069,0.60978,-17.64163,2.03308,0.60939,-17.63969,1.78424,0.61035,-17.70698,2.13853,0.60988
27,2800,-17.72586,2.50104,0.59775,-17.96018,2.08443,0.59818,-17.80486,1.75253,0.59716,-17.80968,2.31097,0.59696
28,2900,-17.86766,2.35348,0.58525,-17.99288,1.85319,0.58479,-18.12520,1.78104,0.58448,-17.94135,2.40192,0.58414
29,3000,-18.03207,2.27313,0.57205,-18.15799,1.90090,0.57177,-18.22574,1.69927,0.57220,-18.30031,2.02353,0.57166
30,3100,-18.36119,2.43339,0.55879,-18.43821,2.48042,0.55895,-18.30746,1.74226,0.55889,-18.18067,2.43687,0.55883
31,3200,-18.39594,2.32748,0.54705,-18.70987,1.91372,0.54655,-18.40300,1.76950,0.54629,-18.78930,2.22563,0.54634
32,3300,-18.48267,2.51864,0.53386,-18.58318,1.96263,0.53415,-18.52000,1.88735,0.53359,-18.76575,1.33982,0.53428
33,3400,-18.54196,2.70959,0.52162,-18.81943,2.33211,0.52178,-18.63360,1.90594,0.52101,-18.84172,1.63492,0.52119
34,3500,-18.70964,2.82816,0.50876,-18.91803,2.50858,0.50959,-18.69659,1.95711,0.50884,-19.01681,2.03093,0.50851
35,3600,-18.83290,2.72119,0.49701,-19.12384,2.69423,0.49686,-18.90171,1.90877,0.49645,-18.96725,1.59996,0.49640
