iteration,episode,1_maddpg_actor_loss,1_maddpg_critic_loss,1_icm_forward_loss,1_icm_inverse_loss,2_maddpg_actor_loss,2_maddpg_critic_loss,2_icm_forward_loss,2_icm_inverse_loss,3_maddpg_actor_loss,3_maddpg_critic_loss,3_icm_forward_loss,3_icm_inverse_loss,4_maddpg_actor_loss,4_maddpg_critic_loss,4_icm_forward_loss,4_icm_inverse_loss
0,100,-2.85626,1.66294,0.51871,2.95966,-2.97158,1.63691,0.51900,2.96000,-2.99662,1.72338,0.51856,2.95873,-2.84475,1.73832,0.51819,2.96015
1,200,-3.31571,0.85931,0.51155,2.95364,-3.29945,0.87882,0.51172,2.95285,-3.30250,0.90049,0.51194,2.95286,-3.25473,0.82690,0.51102,2.95351
2,300,-3.59323,0.97529,0.49596,2.95210,-3.56980,0.89961,0.49565,2.95223,-3.60178,0.93700,0.49528,2.95157,-3.59848,0.66748,0.49500,2.95181
3,400,-3.85334,0.98197,0.47551,2.94790,-3.81534,0.91428,0.47572,2.94758,-3.81442,0.94590,0.47629,2.94805,-3.80991,0.58125,0.47554,2.94721
4,500,-4.11350,0.95310,0.45896,2.94391,-4.00630,1.01691,0.45892,2.94484,-4.12008,0.88292,0.45922,2.94473,-4.09521,0.62863,0.45910,2.94409
5,600,-4.40618,1.00524,0.44252,2.94251,-4.36797,1.00132,0.44207,2.94231,-4.38350,1.01778,0.44271,2.94232,-4.35602,0.61385,0.44241,2.94219
6,700,-4.76251,1.00129,0.42747,2.93936,-4.57552,1.05024,0.42678,2.93957,-4.61053,1.07749,0.42641,2.93963,-4.62316,0.65988,0.42585,2.93918
7,800,-5.04947,1.15468,0.41187,2.93678,-5.00277,1.27132,0.41234,2.93683,-5.09344,1.23465,0.41239,2.93720,-4.87719,0.73430,0.41188,2.93623
8,900,-5.25360,1.12931,0.39823,2.93480,-5.11382,1.26817,0.39829,2.93376,-5.18276,1.24390,0.39827,2.93412,-5.14380,0.92865,0.39811,2.93385
9,1000,-5.44277,1.19322,0.38499,2.93182,-5.48148,1.39583,0.38491,2.93126,-5.40210,1.18964,0.38496,2.93079,-5.38835,0.86028,0.38449,2.93090
10,1100,-5.71506,1.32020,0.37201,2.92860,-5.73799,1.33164,0.37184,2.92954,-5.70009,1.22073,0.37153,2.92916,-5.59572,0.89106,0.37123,2.92877
11,1200,-5.94366,1.15221,0.35898,2.92688,-5.94486,1.28790,0.35866,2.92517,-5.82574,1.20570,0.35871,2.92660,-5.82198,0.90966,0.35865,2.92635
12,1300,-6.17513,1.24700,0.34687,2.92352,-6.20442,1.22646,0.34719,2.92364,-6.14388,1.20264,0.34690,2.92415,-6.03209,0.97931,0.34659,2.92498
13,1400,-6.32058,1.40581,0.33477,2.92136,-6.38511,1.30267,0.33458,2.92201,-6.30541,1.22428,0.33448,2.92171,-6.24956,1.03649,0.33437,2.92084
14,1500,-6.49210,1.43660,0.32329,2.91959,-6.50119,1.41250,0.32315,2.91814,-6.49967,1.29094,0.32270,2.91767,-6.44327,0.93839,0.32269,2.91886
15,1600,-6.78016,1.19176,0.31135,2.91554,-6.66219,1.45057,0.31155,2.91517,-6.64841,1.18250,0.31113,2.91583,-6.62706,1.00335,0.31128,2.91495
16,1700,-6.92396,1.40177,0.30092,2.91319,-6.75828,1.45219,0.30050,2.91207,-6.78663,1.17585,0.30052,2.91325,-6.83327,1.11033,0.30031,2.91248
17,1800,-6.90332,1.39732,0.29047,2.91027,-6.84425,1.40998,0.29011,2.90991,-6.91079,1.16022,0.29038,2.90969,-6.92103,1.01014,0.28993,2.90960
18,1900,-7.12519,1.26826,0.27980,2.90756,-7.01231,1.37831,0.27946,2.90668,-7.08839,1.38561,0.27999,2.90804,-7.14287,1.11900,0.27987,2.90920
19,2000,-7.25766,1.40007,0.26975,2.90545,-7.15593,1.41815,0.26977,2.90366,-7.18863,1.49257,0.26946,2.90446,-7.26534,1.07975,0.26942,2.90527
20,2100,-7.31215,1.37024,0.26033,2.90331,-7.16556,1.40240,0.25990,2.90264,-7.19125,1.39314,0.25937,2.90218,-7.24086,1.10859,0.25952,2.90268
21,2200,-7.36951,1.46941,0.25050,2.90081,-7.26337,1.30309,0.25058,2.90141,-7.30042,1.42921,0.25033,2.90030,-7.42979,1.17573,0.25065,2.90045
22,2300,-7.56692,1.45991,0.24139,2.89850,-7.38506,1.24939,0.24144,2.89949,-7.43427,1.31061,0.24179,2.89889,-7.46031,1.03436,0.24177,2.90017
23,2400,-7.57852,1.23180,0.23293,2.89601,-7.43315,1.27430,0.23272,2.89741,-7.45541,1.41721,0.23286,2.89645,-7.59172,1.03543,0.23241,2.89626
